"","town11cd","town11nm","population_2011","size_flag","rgn11nm","coastal","coastal_detailed","ttwa11cd","ttwa11nm","ttwa_classification","job_density_flag","income_flag","university_flag","level4qual_residents35_64_2011","ks4_2012_2013_counts","key_stage_2_attainment_school_year_2007_to_2008","key_stage_4_attainment_school_year_2012_to_2013","level_2_at_age_18","level_3_at_age_18","activity_at_age_19_full_time_higher_education","activity_at_age_19_sustained_further_education","activity_at_age_19_appprenticeships","activity_at_age_19_employment_with_earnings_above_0","activity_at_age_19_employment_with_earnings_above_10_000","activity_at_age_19_out_of_work","highest_level_qualification_achieved_by_age_22_less_than_level_1","highest_level_qualification_achieved_by_age_22_level_1_to_level_2","highest_level_qualification_achieved_by_age_22_level_3_to_level_5","highest_level_qualification_achieved_by_age_22_level_6_or_above","highest_level_qualification_achieved_b_age_22_average_score","education_score"
"859","E35001167","Kettering BUASD",56226,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000224","Kettering and Wellingborough","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",676,68.9655172413793,58.5798816568047,76.8888888888889,42.2222222222222,31.8047337278107,18.1952662721894,11.6863905325444,49.112426035503,23.0769230769231,9.61538461538462,2.7,32.4,37.6,27.4,3.39201183431953,-1.847393715
"860","E35001171","Lymington BUASD",15218,"Small Towns","South East","Coastal","Smaller other coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",133,72.6495726495726,62.406015037594,77.4436090225564,54.8872180451128,30.0751879699248,18.796992481203,15.7894736842105,53.3834586466165,27.8195488721804,NA,NA,27.4,45.2,25.9,3.36842105263158,0.032916434
"861","E35001175","Royston BUASD",10069,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000004","Barnsley","Majority conurbation","Residential","Higher deprivation towns","No university","Low",121,65.2173913043478,51.2396694214876,80.1652892561983,36.3636363636364,28.9256198347107,20.6611570247934,9.09090909090909,42.9752066115703,18.1818181818182,11.5702479338843,NA,25.8,47.5,25,3.43801652892562,-3.411047708
"862","E35001176","Diss BUASD",9829,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000248","Norwich","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",102,68.9320388349515,53.921568627451,82.3529411764706,35.2941176470588,24.5098039215686,25.4901960784314,21.5686274509804,56.8627450980392,40.1960784313725,NA,NA,32,48,NA,3.29411764705882,-3.205253713
"863","E35001178","Longton BUASD",8800,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",104,84.1121495327103,80.7692307692308,89.4230769230769,62.5,38.4615384615385,27.8846153846154,21.1538461538462,55.7692307692308,21.1538461538462,NA,NA,17.3,48.1,33.7,3.82692307692308,5.155674387
"864","E35001179","Newcastle upon Tyne BUASD",268064,"City","North East","Non-coastal","Cities","E30000245","Newcastle","Majority conurbation","Working","Cities","University","Medium",2494,69.7570093457944,57.8187650360866,81.1472121941436,42.1981548335339,31.6760224538893,24.3384121892542,12.3897353648757,41.3392141138733,17.401764234162,13.1916599839615,2.9,32.1,40.5,24.5,3.3644747393745,-1.908467207
"865","E35001180","Esher BUASD",50904,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Mixed","Lower deprivation towns","No university","High",367,80.5896805896806,72.2070844686648,92.3497267759563,68.8524590163934,51.7711171662125,7.90190735694823,2.99727520435967,45.5040871934605,18.2561307901907,NA,NA,16,39.1,43.5,4.08991825613079,5.195171433
"866","E35001181","Ryton BUASD",15999,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000245","Newcastle","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",169,77.710843373494,60.9467455621302,87.5739644970414,54.4378698224852,32.5443786982249,30.7692307692308,20.1183431952663,52.0710059171598,28.4023668639053,10.6508875739645,NA,21.3,49.7,26.6,3.53846153846154,0.916562557
"867","E35001182","Rochdale BUASD",107926,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",1421,71.5155615696888,55.1020408163265,81.2676056338028,52.0422535211268,41.1681914144968,21.1118930330753,9.64109781843772,34.6235045742435,13.652357494722,10.9078114004222,3.2,20.1,45.7,30.9,3.61365235749472,-0.395418516
"868","E35001183","St Albans BUASD",82146,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","High",831,82.5466520307355,75.5716004813478,90.6137184115523,65.7039711191336,55.3549939831528,11.4320096269555,5.17448856799037,41.395908543923,14.6811070998797,3.48977135980746,1.4,13.4,39.3,45.8,4.20938628158845,5.8087493
"869","E35001185","North Walney BUASD",9952,"Small Towns","North West","Coastal","Smaller other coastal town","E30000163","Barrow-in-Furness","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",88,86.5979381443299,47.7272727272727,81.8181818181818,43.1818181818182,22.7272727272727,46.5909090909091,30.6818181818182,53.4090909090909,35.2272727272727,12.5,NA,21.1,48.9,27.8,3.5,-0.461972757
"870","E35001186","Kiveton Park BUASD",7069,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000261","Sheffield","Majority conurbation","Working","Mid deprivation towns","No university","Low",92,84.1463414634146,68.4782608695652,89.1304347826087,51.0869565217391,32.6086956521739,15.2173913043478,11.9565217391304,47.8260869565217,26.0869565217391,NA,NA,32.3,40.9,26.9,3.45652173913043,1.890288135
"871","E35001187","Catshill BUASD",10416,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000169","Birmingham","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",122,80.1587301587302,72.9508196721311,81.1475409836066,45.9016393442623,32.7868852459016,23.7704918032787,13.1147540983607,48.3606557377049,29.5081967213115,9.01639344262295,NA,20.5,48.4,28.7,3.5655737704918,1.703262001
"872","E35001190","Canterbury BUASD",54880,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000187","Canterbury","Majority town and city (small)","Working","Mid deprivation towns","University","Medium",367,59.8503740648379,59.9455040871935,79.8365122615804,45.5040871934605,36.7847411444142,10.6267029972752,4.08719346049046,35.9673024523161,11.9891008174387,11.9891008174387,3.8,33.2,35.9,27.2,3.3433242506812,-2.625444358
"873","E35001191","Normanton BUASD",21317,"Medium Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000283","Wakefield and Castleford","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",256,69.9619771863118,59.765625,76.953125,50.390625,35.15625,25,18.359375,53.90625,25.390625,7.421875,NA,24.6,43.4,31.3,3.65625,-0.145896397
"874","E35001192","Folkestone BUASD",51337,"Medium Towns","South East","Coastal","Large seaside town","E30000208","Folkestone and Dover","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",506,65.8227848101266,62.2529644268775,83.5643564356436,43.3663366336634,32.6086956521739,13.8339920948617,7.11462450592885,43.6758893280632,19.5652173913043,9.09090909090909,3,35,35.2,26.7,3.36166007905138,-1.835384484
"875","E35001194","St Neots BUASD",30252,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000221","Huntingdon","Majority rural","Mixed","Lower deprivation towns","No university","Low",379,70.1846965699208,47.7572559366755,77.5725593667546,39.5778364116095,30.3430079155673,20.3166226912929,11.6094986807388,55.6728232189974,28.7598944591029,5.54089709762533,4.2,29.3,41.4,25.1,3.30606860158311,-3.251116087
"876","E35001195","Fareham BUASD",42210,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000254","Portsmouth","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",439,74.5575221238938,61.9589977220957,84.5102505694761,49.6583143507973,28.4738041002278,21.4123006833713,14.3507972665148,56.4920273348519,28.9293849658314,5.23917995444191,NA,20.1,54.2,24,3.47380410022779,0.038020156
"877","E35001196","Sunderland BUASD",174286,"Large Towns","North East","Coastal","Large other coastal town","E30000275","Sunderland","Majority conurbation","Working","Higher deprivation towns","University","Low",1947,72,58.8084232152029,80.5755395683453,40.9044193216855,27.4781715459682,24.9614791987673,15.819209039548,44.1705187467899,21.0580380071906,14.4838212634823,1.4,29.3,46.7,22.6,3.35336414997432,-1.693627963
"878","E35001197","Ripley BUASD",19315,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000200","Derby","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",206,74.7619047619048,58.7378640776699,83.0097087378641,44.1747572815534,24.2718446601942,28.1553398058252,22.3300970873786,60.6796116504854,30.5825242718447,11.6504854368932,NA,36.7,39.6,21.7,3.24271844660194,-1.391006749
"879","E35001198","Farnham BUASD",25604,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","High",251,86.5248226950355,80.0796812749004,94.4223107569721,64.5418326693227,49.800796812749,9.9601593625498,NA,43.0278884462151,15.9362549800797,NA,NA,12.4,45.8,40.2,4.0597609561753,6.202010294
"880","E35001199","Bolton BUASD",194189,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Higher deprivation towns","University","Low",2283,72.2385552288954,58.5194918966273,82.2446295484437,48.3998246383165,40.2978537012703,17.3455978975033,9.81165133596146,36.443276390714,15.4183092422251,12.0017520805957,2.3,25.6,40.8,31.3,3.60753394656154,-0.315461471
"881","E35001200","Guildford BUASD",77057,"Large Towns","South East","Non-coastal","Large non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","High",619,72.9032258064516,67.6898222940226,89.4991922455574,59.7738287560582,45.2342487883683,11.7932148626817,7.26978998384491,49.7576736672052,23.1017770597738,6.1389337641357,3.1,20,43,33.9,3.70113085621971,1.949313365
"882","E35001201","Northampton BUASD",215173,"Large Towns","East Midlands","Non-coastal","Large non-coastal town","E30000247","Northampton","Majority town and city (Large Towns)","Working","Higher deprivation towns","University","Low",2350,65.7166806370494,56.7659574468085,79.0549169859515,43.4653043848446,33.8297872340426,16.4255319148936,10.0425531914894,49.3617021276596,23.9148936170213,7.36170212765957,2.8,30.8,39.6,26.8,3.37914893617021,-2.333315523
"883","E35001202","Heanor BUASD",25644,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000249","Nottingham","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",299,72.6973684210526,49.1638795986622,87.2909698996656,36.4548494983278,25.0836120401338,22.4080267558528,16.0535117056856,53.5117056856187,30.1003344481605,8.02675585284281,NA,41.1,35.8,21.7,3.20735785953177,-3.37095575
"884","E35001203","Burntwood BUASD",28553,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Mid deprivation towns","No university","Low",342,75.366568914956,59.3567251461988,86.2573099415205,50.2923976608187,35.0877192982456,19.0058479532164,13.1578947368421,50,22.2222222222222,6.14035087719298,NA,20.1,47.5,30.6,3.64912280701754,0.420375669
"885","E35001205","Abingdon BUASD",38262,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000250","Oxford","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",380,74.5238095238095,57.3684210526316,76.7810026385224,43.2717678100264,30.2631578947368,21.8421052631579,15.5263157894737,57.1052631578947,35.5263157894737,3.1578947368421,NA,24.3,49.5,23.8,3.37105263157895,-1.278183798
"886","E35001208","Worsley BUASD",9108,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",90,83.3333333333333,75.5555555555556,88.8888888888889,68.8888888888889,50,16.6666666666667,11.1111111111111,45.5555555555556,21.1111111111111,NA,NA,13.6,46.6,39.8,4.03333333333333,5.694851601
"887","E35001210","High Wycombe BUASD",120256,"Large Towns","South East","Non-coastal","Large non-coastal town","E30000218","High Wycombe and Aylesbury","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",1300,74.3055555555556,66.1538461538461,86.2971516551193,56.2740569668976,47.6923076923077,14.1538461538462,7.30769230769231,43.3076923076923,19.7692307692308,3.53846153846154,1.5,20.2,40.6,37.7,3.86384615384615,2.101644111
"888","E35001211","Bradford BUASD",349561,"City","Yorkshire and The Humber","Non-coastal","Cities","E30000018","Bradford","Majority conurbation","Mixed","Cities","University","Low",4273,65.1422319474836,50.6201731804353,77.1428571428572,37.9156908665105,33.6999765972385,23.075122864498,9.33770184881816,32.2256026211093,13.7374210156799,11.9588111397145,2.8,30.6,41,25.6,3.38006084717997,-3.503505917
"889","E35001213","East Grinstead BUASD",29084,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",293,73.421926910299,66.5529010238908,86.6894197952219,56.9965870307167,35.8361774744027,15.358361774744,9.55631399317406,45.3924914675768,25.938566552901,3.41296928327645,NA,23,47.8,27.5,3.53242320819113,1.179483614
"890","E35001214","Brownhills BUASD",20373,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",229,82.5531914893617,65.0655021834061,84.7161572052402,40.174672489083,26.2008733624454,25.764192139738,17.9039301310044,52.4017467248908,27.9475982532751,8.73362445414847,NA,36.1,41,22,3.30131004366812,-0.044013779
"891","E35001215","Atherstone BUASD",10573,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000195","Coventry","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",116,66.9565217391304,56.0344827586207,68.9655172413793,31.8965517241379,25.8620689655172,18.1034482758621,13.7931034482759,56.8965517241379,37.0689655172414,NA,NA,36.4,41.5,21.2,3.10344827586207,-4.063383026
"892","E35001216","Burton upon Trent BUASD",72299,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000183","Burton upon Trent","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",821,70.131421744325,58.7088915956151,80.3897685749086,42.3873325213155,31.0596833130329,23.2643118148599,14.8599269183922,50.4263093788063,24.1169305724726,7.55176613885506,2.2,30.5,41.6,25.6,3.38733252131547,-1.695798977
"893","E35001217","Bamber Bridge BUASD",67497,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",731,81.1748998664886,66.7578659370725,87.9616963064295,61.8331053351573,40.3556771545828,21.6142270861833,15.3214774281806,52.9411764705882,23.5294117647059,6.01915184678523,NA,18.3,46,34.8,3.84678522571819,3.419350142
"894","E35001218","Wilmslow BUASD",35945,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Lower deprivation towns","No university","High",311,84.4574780058651,68.4887459807074,89.0675241157556,65.9163987138264,51.4469453376206,10.2893890675241,5.46623794212219,44.3729903536978,17.0418006430868,4.82315112540193,NA,18.8,39.3,39.9,3.89710610932476,4.482291861
"895","E35001219","Gloucester BUASD",136362,"Large Towns","South West","Non-coastal","Large non-coastal town","E30000209","Gloucester","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1582,72.8518057285181,54.8040455120101,77.8128950695322,43.8685208596713,28.1289506953224,21.4917825537295,14.7914032869785,58.1542351453856,30.9734513274336,7.20606826801517,2.2,33.1,41.4,23.4,3.28761061946903,-1.907327933
"896","E35001220","Otley BUASD",14215,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000229","Leeds","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",165,78.4810126582278,54.5454545454545,89.0909090909091,58.1818181818182,33.3333333333333,20.6060606060606,15.1515151515152,53.3333333333333,26.6666666666667,NA,NA,28.9,39.8,30.1,3.56969696969697,0.795862772
"897","E35001221","Bushey BUASD",25328,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000234","London","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",272,85.8208955223881,71.6911764705882,93.3823529411765,64.7058823529412,53.3088235294118,7.35294117647059,NA,46.6911764705882,20.5882352941176,NA,NA,14.7,37,47.6,4.26102941176471,5.864021688
"898","E35001222","Gateshead BUASD",120046,"Large Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Working","Higher deprivation towns","No university","Low",1206,73.7389911929544,60.8623548922056,85.4063018242123,40.4643449419569,29.8507462686567,26.2852404643449,14.8424543946932,49.4195688225539,22.9684908789386,13.0182421227197,1.6,31.3,43.5,23.6,3.39137645107794,-1.21953945
"899","E35001223","Newport Pagnell BUASD",15118,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000243","Milton Keynes","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",163,85.4651162790698,70.5521472392638,94.478527607362,51.5337423312883,30.6748466257669,17.1779141104294,14.1104294478528,60.1226993865031,36.1963190184049,NA,NA,32.1,37.6,30.3,3.57055214723926,2.607961881
"900","E35001224","Ilkeston BUASD",38640,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000249","Nottingham","Majority conurbation","Working","Higher deprivation towns","No university","Low",418,69.9052132701422,53.11004784689,75.1196172248804,32.5358851674641,21.5311004784689,23.2057416267943,18.1818181818182,56.2200956937799,29.1866028708134,14.3540669856459,2.6,40.5,37.9,19,3.01435406698565,-4.196862089
"901","E35001225","Newton-le-Willows BUASD",22114,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",231,71.5447154471545,51.5151515151515,80.5194805194805,46.3203463203463,32.4675324675325,23.3766233766234,13.8528138528139,52.3809523809524,21.2121212121212,9.52380952380952,NA,29.7,38.9,28.4,3.46320346320346,-1.678143653
"902","E35001227","Tilbury BUASD",12450,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000268","Southend","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",174,58.421052631579,47.1264367816092,61.4942528735632,29.8850574712644,17.2413793103448,11.4942528735632,5.74712643678161,45.4022988505747,22.9885057471264,13.2183908045977,NA,45.9,37.2,NA,2.75287356321839,-7.104299744
"903","E35001228","Droitwich BUASD",23504,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000289","Worcester and Kidderminster","Majority town and city (Large Towns)","Mixed","Mid deprivation towns","No university","Medium",252,64.3382352941177,51.1904761904762,75.7936507936508,42.8571428571429,33.7301587301587,21.8253968253968,13.4920634920635,43.2539682539683,20.6349206349206,9.92063492063492,NA,34.1,31.3,31.7,3.46428571428571,-2.864618092
"904","E35001229","Mountsorrel BUASD",12120,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",110,77.8688524590164,46.3636363636364,81.8181818181818,34.5454545454545,27.2727272727273,26.3636363636364,16.3636363636364,51.8181818181818,38.1818181818182,NA,NA,28.7,50,NA,3.24545454545455,-3.105063727
"905","E35001230","Chesterfield BUASD",88483,"Large Towns","East Midlands","Non-coastal","Large non-coastal town","E30000190","Chesterfield","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",944,77.3056994818653,57.9449152542373,81.1240721102863,47.1898197242842,33.3686440677966,21.9279661016949,12.8177966101695,47.9872881355932,20.9745762711864,9.11016949152542,1.7,26.5,43.7,28.1,3.52542372881356,-0.113529264
"906","E35001232","Billericay BUASD",34274,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000268","Southend","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",415,84.1975308641975,78.0722891566265,93.2530120481928,64.578313253012,43.3734939759036,16.8674698795181,12.7710843373494,48.6746987951807,24.0963855421687,2.65060240963855,NA,12.2,48.4,38.4,3.99036144578313,5.539858751
"907","E35001234","Bideford BUASD",18029,"Small Towns","South West","Coastal","Smaller other coastal town","E30000167","Bideford","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",223,63.849765258216,42.6008968609865,75.7847533632287,30.0448430493274,20.1793721973094,26.457399103139,14.3497757847534,57.3991031390135,29.5964125560538,10.762331838565,NA,40.6,36.6,20.1,3.0627802690583,-6.037043767
"908","E35001235","Wendover BUASD",7131,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000218","High Wycombe and Aylesbury","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",84,92.6829268292683,78.5714285714286,90.4761904761905,77.3809523809524,59.5238095238095,NA,NA,38.0952380952381,NA,NA,NA,NA,34.9,52.3,4.33333333333333,8.687991592
"909","E35001236","Jarrow BUASD",43431,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000245","Newcastle","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",534,75.984990619137,58.2397003745318,82.3970037453184,44.1947565543071,29.0262172284644,28.4644194756554,18.9138576779026,46.0674157303371,21.1610486891386,14.2322097378277,NA,27.1,47.9,23.4,3.41760299625468,-0.807955472
"910","E35001237","Southampton BUASD",253651,"City","South East","Coastal","Cities","E30000267","Southampton","Majority town and city (Large Towns)","Working","Cities","University","Low",2363,65.5405405405405,58.7388912399492,76.6821836648328,41.2611087600508,26.8726195514177,17.0969107067287,10.5374523910284,49.2594159966145,25.0528988573847,10.2412187896741,3,29.6,46.8,20.5,3.1950909860347,-2.868483853
"911","E35001238","Tamworth BUASD",73924,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000169","Birmingham","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",950,69.0329218106996,51.4736842105263,85.6842105263158,44.8421052631579,29.4736842105263,18.1052631578947,11.2631578947368,56.7368421052632,27.7894736842105,7.57894736842105,2.1,29.4,44.2,24.3,3.37263157894737,-2.362019947
"912","E35001239","Newbury BUASD",38762,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000244","Newbury","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",413,69.3467336683417,59.3220338983051,79.4188861985472,53.9951573849879,36.319612590799,14.7699757869249,9.44309927360775,48.910411622276,27.6029055690073,5.81113801452785,NA,28.3,39.5,30.3,3.51331719128329,-0.337151444
"913","E35001240","Hale (Trafford) BUASD",16624,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Lower deprivation towns","No university","High",148,87.9699248120301,85.8108108108108,93.2432432432432,77.027027027027,64.1891891891892,10.1351351351351,NA,32.4324324324324,8.78378378378378,NA,NA,6.8,36.7,54.4,4.50675675675676,9.301347301
"914","E35001241","Weymouth BUASD",54539,"Medium Towns","South West","Coastal","Large seaside town","E30000046","Dorchester and Weymouth","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Medium",575,70.8117443868739,53.9130434782609,82.6086956521739,48.5217391304348,30.4347826086957,22.4347826086957,12.695652173913,50.6086956521739,23.6521739130435,6.78260869565217,2.6,22,50.3,25.1,3.43826086956522,-1.399291373
"915","E35001242","Bracknell BUASD",77256,"Large Towns","South East","Non-coastal","Large non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",785,71.7005076142132,57.9617834394904,80.8917197452229,46.624203821656,31.2101910828025,14.6496815286624,8.02547770700637,51.4649681528662,29.0445859872611,5.09554140127389,1.7,31.9,39.7,26.7,3.40127388535032,-1.167026008
"916","E35001244","Cinderford BUASD",10508,"Small Towns","South West","Non-coastal","Smaller non-coastal town","K01000005","Cinderford and Ross-on-Wye","Majority rural","Mixed","Higher deprivation towns","No university","Low",131,62.4,46.5648854961832,62.5954198473283,35.8778625954198,22.9007633587786,20.6106870229008,11.4503816793893,55.7251908396947,34.3511450381679,9.9236641221374,NA,33.6,42,19.1,3.02290076335878,-5.403816227
"917","E35001245","Cookham BUASD",5108,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000218","High Wycombe and Aylesbury","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",49,71.6666666666667,79.5918367346939,91.8367346938776,65.3061224489796,51.0204081632653,NA,NA,38.7755102040816,22.4489795918367,NA,NA,21.6,37.3,NA,3.81632653061224,3.797861349
"918","E35001246","Ferndown BUASD",26559,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000175","Bournemouth","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",214,72.6415094339623,58.8785046728972,78.4037558685446,52.5821596244132,30.3738317757009,23.8317757009346,17.2897196261682,50,28.9719626168224,5.60747663551402,NA,25.4,41.8,30.5,3.55140186915888,-0.014243504
"919","E35001248","Cannock BUASD",67768,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",864,73.5395189003437,57.9861111111111,79.3981481481482,39.6990740740741,27.7777777777778,21.0648148148148,13.3101851851852,55.2083333333333,27.7777777777778,8.10185185185185,NA,32.1,40.9,26,3.40740740740741,-1.551539762
"920","E35001249","Royal Tunbridge Wells BUASD",57772,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000281","Tunbridge Wells","Majority town and city (small)","Working","Lower deprivation towns","No university","High",520,74.1935483870968,75.5769230769231,86.1538461538462,62.8846153846154,50,10.1923076923077,5.57692307692308,40.9615384615385,17.6923076923077,4.03846153846154,3.1,20.2,36.3,40.4,3.89807692307692,3.708287406
"921","E35001250","Preston BUASD",97886,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000255","Preston","Majority town and city (Large Towns)","Working","Higher deprivation towns","University","Low",1080,69.004329004329,52.5925925925926,79.0740740740741,46.8518518518518,31.4814814814815,19.537037037037,12.5925925925926,44.4444444444444,22.1296296296296,10.6481481481481,3.8,28.8,42,25.4,3.33518518518519,-2.178895241
"922","E35001251","Oldham BUASD",96555,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",1386,62.3670212765958,48.8455988455989,77.1284271284271,41.4141414141414,29.5815295815296,23.8095238095238,10.966810966811,32.9004329004329,12.2655122655123,13.2756132756133,2.9,29.1,46.4,21.6,3.25108225108225,-4.05106543
"923","E35001252","Mildenhall BUASD",13388,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000135","Thetford and Mildenhall","Majority rural","Residential","Mid deprivation towns","No university","Low",117,66.1417322834646,47.8632478632479,83.7606837606838,34.1880341880342,17.0940170940171,17.0940170940171,11.1111111111111,58.974358974359,32.4786324786325,NA,NA,35.6,46.6,NA,3.07692307692308,-4.836415788
"924","E35001253","Stoke-on-Trent BUASD",270726,"City","West Midlands","Non-coastal","Cities","E30000273","Stoke-on-Trent","Majority town and city (Large Towns)","Working","Cities","University","Low",3108,68.0135718692165,51.3835263835264,77.4951706374759,41.9832582099163,28.6357786357786,22.3616473616474,13.8352638352638,48.8095238095238,22.9086229086229,9.52380952380952,3,31.5,41.8,23.7,3.27960102960103,-3.005746412
"925","E35001256","Accrington BUASD",35456,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000170","Blackburn","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",459,64.2276422764228,57.7342047930283,84.0958605664488,47.9302832244009,30.5010893246187,27.4509803921569,14.5969498910675,42.483660130719,20.0435729847495,9.58605664488017,NA,27.6,47,24.1,3.4400871459695,-1.843068303
"926","E35001257","Bedford BUASD",87590,"Large Towns","East of England","Non-coastal","Large non-coastal town","E30000166","Bedford","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Medium",914,67.7181913774974,54.9234135667396,82.2757111597374,46.8271334792123,35.5579868708972,19.1466083150985,8.42450765864333,44.6389496717724,20.0218818380744,6.2363238512035,2.5,26,42.5,29,3.55142231947484,-1.499777889
